Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,37.3091239929199,39.6131591796875,40.6,44.23,50.5251024590164,46.5,51.2497749328613,53.6328544616699,55.26,59.6,60.8782157897949,61.5,62.4,68.2046813964844,75.92
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.0260772705078,90.1048278808594,90.1833572387695,90.2677307128906,90.9885308574549,90.4782562255859,90.6150207519531,90.7728118896484,89.9172243747798,91.6817359855335,91.3423233032227,91.5541839599609,91.7720565795898,91.8,92.2143173217773
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,23.1457328796387,24.3722438812256,25.5985355377197,26.8306674957275,27.9,29.3367118835449,30.6212387084961,31.9267921447754,34.2,36.9,38.4,37.2992057800293,34.1,40.0334777832031,41.4026145935059
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,43.6824569702148,41.1,52.4204368591308,59.8081116441343,61.1817893981934,71.8,70.0135040283203,74.4616470336914,73.2829108748978,83.4089965820313,91.5,92.4044189453125,96.9126434326172,98.4235229492188,100
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,63.996855,72.3,76.0509185791016,68.288209,76.211281,80.156567,84.674991,86.765597,84.2948150634766,88.335943,90.387375,89.505686,90.038729,91.522822,93.0391311645508
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.5,99.0473556518555,99.1321105957031,99.2226791381836,99.3872769868445,99.7,99.5800399780273,99.7254028320313,99.8557586669922,99.7057805469021,99.9866180419922,99.9984893798828,100,100,100
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,31.3644218444824,33.3814392089844,35.3982353210449,37.4208755493164,39.4554214477539,41.5079345703125,43.1,45.679027557373,47.7931137084961,53.24,52.0633392333984,54.2134704589844,56.3696098327637,58.528751373291,60.6883964538574
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.652996,96.980098,96.765107,97.093513,97.594314,98.125382,98.526625,98.856938,98.883056640625,99.328691,99.519494,99.575151,99.650247,99.710902,100
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,10.3509321212769,11.4,11.454719543457,12.0123443603516,12.5818758010864,13.1693744659424,13.7793941497803,14.4104413986206,13.1,15.7236022949219,16.3997077941895,17.0848274230957,19.2,18.4700813293457,19.1647129058838
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,3.79009222984314,3.9838535785675,4.1773943901062,3.20731707317073,4.58806562423706,4.81732225418091,4.8,5.3419041633606,5.3,5.93858003616333,6.5,6.58331918716431,7,7.25208950042725,7.58847713470459
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,58.6,62.6001472473145,64.8249816894531,67,69.2982406616211,71.5587921142578,73.8418579101563,76.1459579467773,81.1,80.8052215576172,83.1543807983398,85.5125503540039,87.8767242431641,90.2439041137695,92.6115875244141
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,19.8128566741943,19.3,23.9372177124023,20.5,28.0849475860596,30.1827335357666,26.4,34.4443740844727,31.1,38.7781105041504,40.9645042419434,43.1599082946777,56.1,47.5657386779785,49.7706565856934
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.0505065917969,45.1175422668457,47.1,47.257022857666,49,48.2,50.5691757202148,51.7152557373047,52.8793601989746,53.7,55.249626159668,56.4497795104981,56.8,58.8651008605957,60.0747680664063
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,6.48651599884033,6.94457817077637,7.40241956710815,7.86610364913941,7.80516932525804,8.83524990081787,9.35132789611816,9.8884334564209,9.8,11.013710975647,11.5958757400513,12.1870517730713,12.7842359542847,13.3844232559204,13.9851121902466
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,3.52953219413757,3.83064913749695,3.5,4.43828439712524,4.75692844390869,5.09354114532471,5.45267391204834,5.83283472061157,6.4,6.64422225952148,7.06944179534912,7.50367307662964,7.94391202926636,7.7,8.83089828491211
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.4631729125977,98.782325,97.870491027832,98.0887908935547,99.368108,98.5563507080078,98.8176727294922,99.593662,99.3886413574219,99.588193,99.8582229614258,99.6,99.9953384399414,99.714844,100
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.8561401367187,97.149787902832,97.4432144165039,97.7424926757813,98.0668106079102,98.3987045288086,98.7499160766602,99.1156463623047,99.7,99.7487258911133,99.9163818359375,99.9831161499023,99.9984893798828,100,100
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.4531402587891,94.70068359375,94.9480056762695,96.8,95.4662399291992,95.7492752075195,96.806763,96.057229,96.788995,96.6936,97.032176,97.779418,97.790938,98.186898,99.0044555664063
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.8,46.5871810913086,48.9078330993652,51.2343215942383,53.5727195739746,55.929084777832,58.3079681396484,60.7078819274902,63.1258201599121,65.5587768554688,69.3,70.4577331542969,72.917724609375,75.3807144165039,77.8442153930664
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,7.86341238021851,8.44900131225586,9.03436851501465,6,10.2286949157715,15.2,11.4933834075928,12.1580152511597,12.8406705856323,13.5383453369141,15.4,14.9667387008667,13.5,16.4191646575928,17.1473789215088
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,24.5472602844238,26.7567729949951,28.966064453125,33.8,33.4082412719727,35.653247833252,37.9207763671875,37.1,42.5159149169922,44.8375129699707,41.6,49.5137557983399,51.8623924255371,60.4,56.5661697387695
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.509188,98.695902,98.954779,99.053051,99.147523,99.217998,99.263937,99.409804,98.995734,99.232348,99.503298,99.563517,99.359291,99.409804,100
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.4,50.6790618896484,51.6955146789551,58.9,53.745677947998,54.7862396240234,55.8373031616211,56.8971138000488,57.9639282226563,59.0359878540039,55.8,61.1888618469238,61.9,64.0861968994141,64.3
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.6188888549805,97.9506072998047,98.286491394043,98.6283569335938,98.9797058105469,99.3301849365234,99.6403656005859,99.8573303222656,99.9638977050781,99.9957122802735,100,100,100,100,100
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.7,55.7111854553223,55.3252563476563,54.9451675415039,55.5,54.2267723083496,53.8990783691406,53.592414855957,53.3037719726563,53.0301475524902,54.6,52.5159454345703,52.269359588623,52.0257759094238,51.7826919555664
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.7,84.9618606567383,86.33203125,87.7080383300781,89.0959625244141,90.5018463134766,90.9,93.3796920776367,94.847152709961,96.3296279907227,97.8241195678711,98.8553009033203,99.5810775756836,99.9029693603516,100
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.749814,89.173808,90.316567,90.141224,90.118148,96.876342,97.576197,97.85776,98.145414,97.898872,97.86705,98.385853,98.470979,98.560364,100
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.812590014497,92.1056878834297,92.5729307075431,92.7625184729307,93.7328627942555,93.8699884021743,94.4692006498542,94.9885619884363,95.4961841918476,95.8182805067777,96.2262975024113,96.4460291796011,96.5897868084325,96.8726586624057,96.9142412144666
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.8779332197693,91.2087194932773,91.7333289001041,91.9486720348938,93.0306399767244,93.1855475741437,93.8527071475534,94.431626758029,94.9973302156393,95.356988817694,95.8116617298069,96.0572422339778,96.218203498419,96.5332378798832,96.5807321938037
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.1163940429688,94.973044,94.7925567626953,95.83265,96.315259,96.812618,97.206576,96.470862,97.462142,96.872699,97.194929,98.034674,98.976067,98.825883,99.9368133544922
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.6651306152344,98.8,98.1013488769531,99.4,99.04,98.8195953369141,99.8,99.3794631958008,99.6496963500977,99.8531723022461,99.7,99.9950942993164,99.8,100,100
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.54906,86.961151,87.357045,87.525839,89.201467,91.109558,91.000227,91.08402,91.580238,92.574686,93.680571,95.043105,95.125416,95.4,98.618896484375
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,62.9827499389648,63.2556648254395,63.5283622741699,63.8068962097168,64.0973358154297,64.4057464599609,64.7366790771484,65.0886383056641,65.4586181640625,66.1,66.2406387329102,66.6466674804688,67.058708190918,67.473747253418,67.889289855957
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,32.2,32.2760047912598,33.3003044128418,34.3304443359375,35.372486114502,36.4324989318848,37.5150337219238,38.618595123291,39.7401809692383,40.8767852783203,42.0254058837891,43.1830368041992,44.3466758728027,45.5133209228516,46.6804618835449
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,27.5619239807129,30.2149639129639,32.8677825927734,35.5264434814453,35.2,40.8855476379395,43.5966033935547,46.328685760498,45.5523376086057,51.8439178466797,54.6210632324219,57.4072151184082,65,62.9945449829102,65.7902069091797
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,12.3654432296753,13.9123697280884,15.4590759277344,14,18.576078414917,20.1585006713867,21.7634429931641,23.3894119262695,25.0334053039551,23,28.3634471893311,30.0434875488281,27.2,33.4185905456543,42.9
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5834373670064,99.6143425475003,99.646451096966,99.70489943772,99.7405260975502,99.7976250270035,99.84763432705,99.9081098753389,99.7723890094679,99.973174008644,99.9776246363385,99.9946856145517,99.9955405950803,99.9991994861266,99.9999740023915
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.0809049789644,99.1471877755684,99.2165612563276,99.3447711958996,99.4229032819539,99.5490778525063,99.6600562713396,99.7950425045412,99.4929249390073,99.940423449674,99.950379721948,99.9882302510405,99.9901355087253,99.9982315995547,99.9999426436103
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,79.63,80,80.9529266357422,82.3424835205078,83.7439422607422,88.9,86.16,88.0682907104492,89.5492858886719,91.0453033447266,92.553337097168,91.75,95.5934371948242,97.1194915771484,98.6460494995117
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,77.074089050293,78.0194931030273,78.9646835327148,81.6,80.8786392211914,81.8595428466797,82.8629608154297,83.8874130249023,84.9298858642578,85.9873809814453,89.3,86.4,89.2199401855469,90.3074722290039,91.3955001831055
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,30.8822250366211,32.0100212097168,33.1375961303711,30.4562675012354,35.4163360595703,36.5796241760254,37.765438079834,38.9722747802734,40.197135925293,41.4370193481445,42.6889152526856,44.5,45.2167434692383,46.4866638183594,47.7570877075195
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,98.9321365356445,98.9735412597656,97.9350541215654,99.0796051025391,99.1549224853516,99.2495574951172,99.3637313842774,99.4956359863281,99.6403350830078,100,99.8984985351563,100,99.9934997558594,100
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.7099914550781,48.3,52.7193374633789,54.7297439575195,55.0934500757703,58.7923316955566,60.5,62.9389572143555,65.0408096313477,64.06256,69.2865600585938,70.7,78.3,75.7152786254883,79.3
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.6378479003906,86.967903137207,87.297737121582,87.633415222168,87.9810028076172,88.3465576171875,90,89.1437301635742,89.5708541870117,88.8,90.467155456543,90.9303283691406,91.3995056152344,91.8716888427734,92.344367980957
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,78.667838,78.512204,77.1296005249023,78.2655258178711,83.730998,80.5791625976563,81.7674865722656,82.9768371582031,84.2042083740235,84.026414,86.7010116577148,87.9644317626953,85.494371,90.5062942504883,91.7792282104492
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,18.33323097229,19.2322177886963,20.1309833526611,20.2,21.9521045684814,22.8865871429443,23.8435878753662,24.8216171264648,25.8176708221436,26.828742980957,26.2,28.8839321136475,29.9220409393311,30.9631519317627,33.5
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,6.45114946365356,6.95964336395264,7.46791648864746,7.98203182220459,14.5361990950226,9.05204200744629,9.61855220794678,4.7,6,11.4322299957275,12.0648260116577,12.7064342498779,17.2,14.0046701431274,14.6557903289795
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,75.7101211547851,76.242057800293,76.7737655639648,77.5,73.3825878594249,78.428207397461,79.0181579589844,77.6,80.2581329345703,80.9021530151367,81.5581893920899,82.2232360839844,86.9,83.5683517456055,84.2429046630859
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,33.0346717834473,31.6,33.6872749328613,34.0193099975586,33.9,34.725154876709,35.1095809936523,35.5150375366211,35.9385185241699,36.3770141601562,37.9,37.2870559692383,37.7525901794434,38.2211265563965,38.6901664733887
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,19.3078877814061,20.6687879386461,21.6632957274541,21.804333872422,23.6114759077399,25.4548709621597,26.0140510579109,26.561925632251,27.8891052808372,28.2671331406888,30.9668834414788,31.500563684088,34.054915626515,34.4606830339686,38.5314120525148
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7467700267896,99.793785694983,99.7849542656707,99.8023810564518,99.8360803826674,99.8408313605212,99.8615964733754,99.8913195423994,99.9027452998076,99.9273068196513,99.9473345778811,99.9502957252381,99.9688156109534,99.9688142637102,99.9767391408547
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,63.141137,65.090464,67.113528,68.903309,71.266448,73.548187,76.396899,78.269685,80.984668,82.195298,83.607727,87.184881,88.653773,89.98171,87.5766296386719
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,62.3,63.9244918823242,64.4,66.9324493408203,67.9,69.9880218505859,71.5473175048828,75,76.3,67.6,79.9,79.5991134643555,81.2395095825195,88,84.5268173217773
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.6,87.94,89.01,86.1946258544922,90.62,91.1,92.73,93.55,94.15,94.83,96,96.4642583061542,97.01,97.5373674369822,97.62
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.973274230957,98.0795593261719,98.1903381347656,98.3069381713867,98.4,98.5798568725586,98.7438735961914,98.9274291992187,99.1287078857422,99.3441925048828,99.5637664794922,99.7617797851563,100,99.9750518798828,100
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.7482833862305,96.9275970458984,97.106689453125,97.291618347168,97.6221115649303,98.1,97.9405975341797,98.2124557495117,98.4866027832031,98,99.3,99.3796005249023,99.6554107666016,99.8621826171875,100
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.681291,86.9426956176758,87.725227355957,88.5136108398438,89.3138961791992,90.1321487426758,92,91.8347244262695,92.7145462036133,91.1,93.1,95.4321212768555,96.35400390625,97.2788848876953,98.2042694091797
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5,98.9447326660156,99.173436820348,99.0523071289063,99.1206359863281,98.8,99.3095474243164,99.4,99.5734558105469,99.7201690673828,99.5,99.9419403076172,99.9855880737305,99.9983215332031,100
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.1307983398437,99.1602096557617,99.1893997192383,99.2244110107422,99.766547651744,99.3341522216797,99.4165649414063,100,99.6371231079102,99.7974683544304,99.8747329711914,99.9516143798828,99.9881439208984,100,100
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,18.2388324737549,16,20.5392971038818,21.6952629089355,22.8631324768066,24.0489711761475,25.2573299407959,23,19.2,28.9965534210205,30.2709999084473,31.5544567108154,36,41.6,56
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.2950553894043,58.2633056640625,60.231330871582,69.6764054575327,64.1909790039063,66.1947250366211,68.2209930419922,64.19,63.1677367075983,74.413932800293,76.5062866210938,78.607650756836,80.7150192260742,90.5581814089579,84.9362716674805
"Korea, Dem. People’s Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,14.9845857620239,16.6398658752441,18.2949237823486,19.9558258056641,21.6286315917969,23.3194065093994,25.0327014923096,26,28.5193710327148,30.2867374420166,32.0661201477051,33.8545112609863,35.6489143371582,37.4463195800781,39.2442245483398
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.7224960327149,95.2151184082031,95.70751953125,96.2057647705078,96.7159194946289,97.2440338134766,97.7946701049805,98.3770599365234,0,99.4304351806641,99.7736511230469,99.9425048828125,99.9931335449219,100,100
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.6004486083985,99.5471420288086,99.4423076923077,99.4641265869141,99.4465408325195,99.4514694213867,99.4774322509765,99,99.5804214477539,99.8,99.7314758300781,99.8,99.9065551757813,99.9961013793945
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.3,48,53.8908538818359,57.2,57.0410587037665,61.9792442321777,66,67.4694671630859,70.2431106567383,70,76.3666277465237,78.6421585083008,81.4578628540039,89.7,87.0957717895508
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.6158664199008,92.914464143985,93.2305462285858,93.6172019985055,94.2831205222112,94.6062094310961,95.3088961829547,95.5598626406068,95.9109343836594,96.2609284173251,96.6114704947322,97.0002837134944,97.013168057364,97.2527559213125,97.7975942060493
Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.1608652275999,92.3932881836817,92.783699524975,93.1842278473839,93.8664741976286,94.2245908472869,94.9777629801269,95.1967166042495,95.5705438893278,95.9138791675684,96.2682755243315,96.7037368464162,96.6786766905534,96.9512781330594,97.5527169834802
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
